description,reaction,K_prime,T,I,pH,pMg,nontrans_standard_dg_primes
(S)-malate(aq) + NADP(aq) + H2O(l) = pyruvate(aq) + NADPH(aq) + carbon dioxide(aq),[H]OC(=O)C([H])([H])[C@]([H])(O[H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H] + [H]OC(=O)[O-],0.051,297.0,,7.4,,7.344802682039517
ATP(aq) + propanoyl-CoA(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + methylmalonyl-CoA(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])[H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21 + [H]OC(=O)[O-] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])O[H] + [H]OC(=O)C([H])(C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H])C([H])([H])[H],5.7,301.15,,8.1,,-4.355614938877241
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.407,303.15,,8.0,3.0,2.2645937969056162
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.079,303.15,,8.0,2.3,6.394444418652356
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.043,303.15,,8.0,2.15,7.92672782331024
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.043,303.15,,8.0,2.0,7.92672782331024
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.4,303.15,,8.0,,2.3082980789051724
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.196,303.15,,8.0,,4.105352352723716
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.096,303.15,,8.0,,5.90345606479947
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.083,303.15,,8.0,,6.270015350155837
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.071,303.15,,8.0,,6.663411793297373
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.05,303.15,,8.0,,7.546778343828785
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.05,303.15,,8.0,,7.546778343828785
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.271,303.15,,8.0,,3.289128682794891
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.059,303.15,,8.0,,7.129818260005386
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.053,303.15,,8.0,,7.399988679802207
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.136,303.15,,8.0,2.4,5.026010025806296
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.05,303.15,,8.0,,7.546778343828785
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.186,303.15,,8.0,2.52,4.237276551191279
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.284,303.15,,8.0,,3.17109161668163
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.06,303.15,,8.0,,7.08747816251004
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.054,303.15,,8.0,2.22,7.352899897583118
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.039,303.15,,8.0,,8.172696361331623
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.039,303.15,,8.0,,8.172696361331623
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.043,303.15,,8.0,2.1,7.92672782331024
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.379,303.15,,8.0,,2.4441530908199147
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.105,303.15,,8.0,,5.677707220514139
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.154,303.15,,8.0,,4.712882138948486
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.091,303.15,,8.0,,6.038203502943898
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.3,303.15,,8.0,2.7,3.0330199952969967
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.209,303.15,,8.0,,3.9435718638679127
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.043,303.15,,8.0,2.05,7.92672782331024
ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N([H])[H])N(C([H])([H])[H])C([H])([H])C(=O)O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]N=C(N(C([H])([H])[H])C([H])([H])C(=O)O[H])N([H])P(=O)(O[H])O[H],0.039,303.15,,8.0,,8.172696361331623
L-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq),[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] = [H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],1.2,310.15,,7.0,,-0.46990582627745
L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])[H] + [H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],0.61,310.15,,7.3,,1.273972894992197
"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",[H]OC1(C([H])([H])OP(=O)(O[H])O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] = 2.0 [H]OC([H])([H])C(=O)C([H])([H])OP(=O)(O[H])O[H],0.00018,266.15,,7.0,,19.0705580805348
"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",[H]OC1(C([H])([H])OP(=O)(O[H])O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] = 2.0 [H]OC([H])([H])C(=O)C([H])([H])OP(=O)(O[H])O[H],0.0015,293.15,,7.0,,15.840076281447065
"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",[H]OC1(C([H])([H])OP(=O)(O[H])O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] = 2.0 [H]OC([H])([H])C(=O)C([H])([H])OP(=O)(O[H])O[H],0.013,333.15,,7.0,,12.022956137790626
